"Entity","Code","Year","Homicide rate per 100,000 population - Both Sexes - All ages","Homicide rate per 100,000 population - Both Sexes - Age 15-49","Homicide rate per 100,000 population - Both Sexes - Age 50-69","Homicide rate per 100,000 population - Both Sexes - Age 70+","Homicide rate per 100,000 population - Both Sexes - Age 0-4","Homicide rate per 100,000 population - Both Sexes - Age 5-14"
"Saint Kitts and Nevis","KNA",2012,29.316916,53.929123,0,0,0,0
"Saint Kitts and Nevis","KNA",2013,37.66242,54.020683,46.008743,0,0,0
"Saint Kitts and Nevis","KNA",2014,41.827003,65.730965,22.200022,40.306328,0,0
"Saint Kitts and Nevis","KNA",2015,48.103065,62.092518,74.97858,0,0,0
"Saint Kitts and Nevis","KNA",2016,62.74313,109.251236,10.355183,40.40404,0,0
"Saint Lucia","LCA",1968,0,0,0,0,0,0
"Saint Lucia","LCA",1972,0,0,0,0,0,0
"Saint Lucia","LCA",1973,1.8542104,4.730705,0,0,0,0
"Saint Lucia","LCA",1975,0,0,0,0,0,0
"Saint Lucia","LCA",1976,0,0,0,0,0,0
"Saint Lucia","LCA",1977,0,0,0,0,0,0
"Saint Lucia","LCA",1979,0.84045935,1.9866498,0,0,0,0
"Saint Lucia","LCA",1980,0,0,0,0,0,0
"Saint Lucia","LCA",1981,1.6340919,3.733154,0,0,0,0
"Saint Lucia","LCA",1983,3.8701274,5.27788,0,25.86653,4.826954,0
"Saint Lucia","LCA",1986,3.764422,6.5345597,0,0,0,0
"Saint Lucia","LCA",1987,2.2254326,4.7896543,0,0,0,0
"Saint Lucia","LCA",1988,8.044998,9.371339,7.709506,64.97726,4.9595795,0
"Saint Lucia","LCA",1989,5.0405216,7.6453767,15.2311325,0,0,0
"Saint Lucia","LCA",1990,9.939374,13.44588,15.026296,0,15.184491,0
"Saint Lucia","LCA",1991,7.001458,13.102725,7.4074073,0,0,0
"Saint Lucia","LCA",1992,9.66574,15.575441,14.372979,19.036741,0,0
"Saint Lucia","LCA",1993,5.4482956,11.015036,0,0,0,0
"Saint Lucia","LCA",1994,6.725037,10.741138,6.60066,17.74308,0,0
"Saint Lucia","LCA",1995,10.631925,15.7532,6.3475943,34.164673,5.5806684,0
"Saint Lucia","LCA",1996,7.8829703,10.295216,24.44689,0,0,0
"Saint Lucia","LCA",1997,8.445834,10.109435,17.67513,0,0,5.5449276
"Saint Lucia","LCA",1998,8.999339,13.663239,11.398609,0,0,2.808752
"Saint Lucia","LCA",1999,10.180424,17.105295,5.5343404,14.581511,0,0
"Saint Lucia","LCA",2000,17.657364,25.271366,5.391417,69.9888,0,2.9056253
"Saint Lucia","LCA",2001,16.271145,23.683495,15.818613,40.306328,0,0
"Saint Lucia","LCA",2002,23.6027,30.23291,41.375744,25.913448,6.553509,2.9848073
"Saint Lucia","LCA",2003,20.96076,34.271614,20.247013,0,0,0
"Saint Lucia","LCA",2004,23.251276,35.99145,14.777597,24.539877,7.1973515,0
"Saint Lucia","LCA",2005,17.604597,27.737713,14.287075,12.0279045,0,0
"Saint Lucia","LCA",2006,6.622142,10.961186,0,11.845534,0,0
"Saint Lucia","LCA",2008,2.366066,3.223415,4.196391,0,0,0
"Saint Lucia","LCA",2009,18.76524,27.71146,16.010887,22.93841,0,0
"Saint Lucia","LCA",2010,23.258198,36.858788,15.357445,0,0,3.4545894
"Saint Lucia","LCA",2011,25.393692,41.542904,3.7026067,33.726814,0,0
"Saint Lucia","LCA",2012,21.228691,30.858166,10.706638,22.241993,8.672275,0
"Saint Lucia","LCA",2013,18.840988,28.61435,17.203413,0,0,0
"Saint Lucia","LCA",2014,19.322634,29.485628,16.600266,0,0,0
"Saint Lucia","LCA",2015,9.050517,13.162558,6.406355,0,0,0
"Saint Vincent and the Grenadines","VCT",1970,0,0,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1971,1.0430838,2.6362965,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1972,0,0,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1974,2.9993148,7.436603,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1977,0,0,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1978,5.8479686,9.045067,9.18105,25.087807,0,0
"Saint Vincent and the Grenadines","VCT",1979,1.9163332,2.2208405,9.118264,0,0,0
"Saint Vincent and the Grenadines","VCT",1982,0,0,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1983,0,0,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1984,0.9253666,1.9811395,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1985,7.3770967,9.731224,0,41.771095,0,0
"Saint Vincent and the Grenadines","VCT",1986,8.242849,11.502406,0,20.729685,0,0
"Saint Vincent and the Grenadines","VCT",1987,0,0,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1990,0.9026794,1.8342229,0,0,0,0
"Saint Vincent and the Grenadines","VCT",1995,12.493315,15.480409,26.612259,0,15.449981,0
"Saint Vincent and the Grenadines","VCT",1996,8.027693,11.920169,8.79817,0,0,0
"Saint Vincent and the Grenadines","VCT",1997,3.5690153,3.3752427,8.707009,18.594273,0,0
"Saint Vincent and the Grenadines","VCT",1998,17.86201,25.119738,25.802013,18.456995,8.173273,0
"Saint Vincent and the Grenadines","VCT",1999,10.729012,13.312477,8.481045,54.97526,0,0
"Saint Vincent and the Grenadines","VCT",2000,13.423783,23.189941,8.338893,0,0,0
"Saint Vincent and the Grenadines","VCT",2001,10.7462435,13.213094,16.359919,18.079914,8.880206,0
"Saint Vincent and the Grenadines","VCT",2002,13.438688,19.788918,16.008965,0,0,4.205745
"Saint Vincent and the Grenadines","VCT",2003,8.97063,13.2043705,15.620119,0,0,0
"Saint Vincent and the Grenadines","VCT",2004,26.075106,38.083885,37.956425,0,0,4.3465033
"Saint Vincent and the Grenadines","VCT",2005,21.644108,31.616081,7.35186,50.63291,0,4.4341965
"Saint Vincent and the Grenadines","VCT",2006,11.766839,21.75878,0,0,0,0
"Saint Vincent and the Grenadines","VCT",2007,33.620346,52.193825,6.8362045,32.310177,0,14.05613
"Saint Vincent and the Grenadines","VCT",2008,8.20579,8.468261,6.5741897,15.770383,10.966115,4.850131
"Saint Vincent and the Grenadines","VCT",2009,12.805815,22.170301,6.321512,0,0,0
"Saint Vincent and the Grenadines","VCT",2010,11.930401,12.040732,30.39329,15.112589,0,0
"Saint Vincent and the Grenadines","VCT",2011,12.892967,15.65054,17.525412,14.885383,0,5.427408
"Saint Vincent and the Grenadines","VCT",2012,16.633587,24.655266,5.6167154,44.13712,0,0
"Saint Vincent and the Grenadines","VCT",2013,22.253004,41.091976,5.4068666,0,0,0
"Saint Vincent and the Grenadines","VCT",2014,36.255898,54.348812,46.94346,0,0,0
"Saint Vincent and the Grenadines","VCT",2015,23.285374,36.69523,20.192842,14.285714,0,0
"Saint Vincent and the Grenadines","VCT",2016,33.610714,53.923393,14.721759,42.337,11.914691,0
"Saint Vincent and the Grenadines","VCT",2017,32.725426,52.63455,23.954391,27.84352,0,0
"Sao Tome and Principe","STP",1984,0.946515,0,0,0,0,0
"Sao Tome and Principe","STP",1985,1.8677841,4.4706726,0,0,0,0
"Sao Tome and Principe","STP",1987,2.6837418,2.1424286,17.63513,0,0,0
"Serbia","SRB",1998,3.3285627,4.584561,2.9618063,2.427318,0.23732056,0.3123708
"Serbia","SRB",1999,3.1094537,3.8206794,2.8002563,4.1661973,1.2543935,0.21231265
"Serbia","SRB",2000,2.592943,3.4909248,1.9189806,3.5409355,0,0.10820087
"Serbia","SRB",2001,2.8039742,3.4638574,2.1570826,4.364851,1.3438007,0.43970877
"Serbia","SRB",2002,2.1121042,2.8323612,1.7268556,1.7481154,0.81279004,0.44756347
"Serbia","SRB",2003,2.2976604,2.4594631,2.634559,2.8394206,1.8587164,0.115326025
"Serbia","SRB",2004,1.7863387,2.0017734,1.6756915,3.2317126,0.5168119,0
"Serbia","SRB",2005,2.1048756,2.3166249,1.9655596,3.3664246,0.518316,0.6134074
"Serbia","SRB",2006,2.0097296,2.3346815,1.492186,3.6158097,0.8022055,0
"Serbia","SRB",2007,2.6217651,3.197484,2.3255432,3.4029965,1.1196296,0.12559927
"Serbia","SRB",2008,1.8697789,2.1175022,1.8051263,2.6570218,0.58287966,0.2530582
"Serbia","SRB",2009,1.8514599,2.3255904,1.3731468,2.712394,0.29805905,0.25649574
"Serbia","SRB",2010,1.7266473,1.9242111,1.9182293,1.8153181,0.89471847,0.13106796
"Serbia","SRB",2011,1.7362347,1.7417452,1.870946,2.6363604,0.8828385,0.13474746
"Serbia","SRB",2012,1.5826325,1.9230508,1.77444,1.2534195,0.5773522,0
"Serbia","SRB",2013,2.0464327,2.0536764,1.8244792,3.421359,1.9925139,0.41844156
"Serbia","SRB",2014,1.5402535,1.8150295,1.4300395,2.164779,0,0.13874379
"Serbia","SRB",2015,1.3835001,1.540155,1.6773243,1.4356751,0.28115872,0
"Serbia","SRB",2016,1.6751872,1.7850511,1.7293985,2.3396761,0.84439963,0.14008152
"Serbia","SRB",2017,0,0,0,0,0,0
"Serbia","SRB",2018,1.346695,1.4220748,1.6460848,1.6892798,0,0
"Serbia","SRB",2019,1.1874173,1.1951994,1.6593921,1.170943,0.28559843,0
"Serbia","SRB",2020,1.2363836,1.3589057,1.2707785,1.5391113,0.5750712,0.14453374
"Seychelles","SYC",1985,7.468745,12.322859,0,0,12.285012,0
"Seychelles","SYC",1986,4.4508057,9.141047,0,0,0,0
"Seychelles","SYC",1987,4.4077287,6.008893,12.116806,0,0,0
"Seychelles","SYC",2001,2.4493845,4.3442373,0,0,0,0
"Seychelles","SYC",2002,6.0252624,10.646453,0,0,0,0
"Seychelles","SYC",2003,11.857793,14.627215,31.955688,0,0,0
"Seychelles","SYC",2004,7.009224,10.2642,10.301844,0,0,0
"Seychelles","SYC",2005,3.456156,6.062198,0,0,0,0
"Seychelles","SYC",2006,10.238825,15.938795,0,0,0,6.6120076
"Seychelles","SYC",2007,5.623386,5.90342,17.966223,0,0,0
"Seychelles","SYC",2008,3.3362446,5.8331714,0,0,0,0
"Seychelles","SYC",2009,5.4966483,5.757273,16.109545,0,0,0
"Seychelles","SYC",2010,2.1731083,3.7901042,0,0,0,0
"Seychelles","SYC",2011,8.733022,13.111315,0,24.009604,0,0
"Seychelles","SYC",2012,1.076894,1.8567,0,0,0,0
"Seychelles","SYC",2013,4.2391357,7.390983,0,0,0,0
"Seychelles","SYC",2014,8.360176,11.049113,12.233912,0,0,0
"Seychelles","SYC",2015,1.0225953,1.8356371,0,0,0,0
"Seychelles","SYC",2016,3.034457,5.492393,0,0,0,0
"Seychelles","SYC",2017,4.0016627,5.4782515,5.3812623,0,0,0
"Seychelles","SYC",2019,1.9601957,1.8139273,4.993259,0,0,0
"Singapore","SGP",1963,0.73313206,1.5449742,0.60881686,0,0,0
"Singapore","SGP",1964,1.0428181,2.0011156,0.5758014,10.6706505,0,0
"Singapore","SGP",1965,2.3537972,4.8433595,1.0957823,0,0,0.18360719
"Singapore","SGP",1966,1.7223864,2.9208746,2.6209435,4.308302,0.35876498,0.1791386
"Singapore","SGP",1967,1.7353079,2.7007623,2.5190187,7.7086143,1.1090533,0
"Singapore","SGP",1968,1.4015864,2.59828,1.4581723,0,0,0.1750832
"Singapore","SGP",1969,1.623683,1.9752573,2.3546364,6.1496835,1.2054825,0.52467734
"Singapore","SGP",1970,1.6940637,2.6988719,1.3714035,0,1.6904598,0
"Singapore","SGP",1971,2.0469213,3.177706,1.3330845,2.673797,1.7587056,0.35239807
"Singapore","SGP",1972,2.3867204,3.5233173,3.4648235,2.5147111,0.44919795,0.17864543
"Singapore","SGP",1973,1.747996,2.9473548,0.8451121,0,0.9030609,0.18243681
"Singapore","SGP",1974,2.1740181,3.4463537,2.0619066,2.208627,0.45337698,0.1874952
"Singapore","SGP",1975,1.8764863,2.4965465,2.011449,6.2541695,0.92078066,0
"Singapore","SGP",1976,1.63187,2.336168,1.1765952,1.9704822,0.93934196,0
"Singapore","SGP",1977,1.6538616,1.9536897,2.2921937,1.8574932,0.48418882,0.6117281
"Singapore","SGP",1978,1.6758881,2.352302,1.8575138,1.7435272,0.5040729,0
"Singapore","SGP",1979,1.6526206,1.9156933,1.0824776,1.635751,1.5428925,1.2812054
"Singapore","SGP",1980,2.328347,3.0713649,3.152861,0,1.0190876,0.4406315
"Singapore","SGP",1981,1.7967151,2.0744507,1.0225437,1.4424187,1.5108023,1.575583
"Singapore","SGP",1982,1.4827862,1.8760959,1.3295397,1.3592312,0.49906427,0.6818817
"Singapore","SGP",1983,2.2803197,2.3424475,4.5323286,0,2.4486878,0.45755386
"Singapore","SGP",1984,2.6622128,2.532107,5.029122,4.8891983,2.390286,0.688827
"Singapore","SGP",1985,2.3467736,2.955048,2.4386451,2.3242302,1.3963751,0
"Singapore","SGP",1986,2.2651536,2.3305135,2.0735087,3.3126843,3.1797948,0
"Singapore","SGP",1987,1.6399112,1.855122,2.0177271,0,0.88893235,0.7095503
"Singapore","SGP",1988,1.7985985,2.024287,1.1255051,2.0120118,2.1887202,0.23874211
"Singapore","SGP",1989,2.395057,2.289999,3.3169513,1.9344044,3.4782307,0.96046716
"Singapore","SGP",1990,1.4039439,1.8488067,1.0815955,0,0.8535664,0
"Singapore","SGP",1991,1.0985887,0.76703036,1.8206266,1.8028737,2.451982,0.7060219
"Singapore","SGP",1992,1.099827,0.79254293,2.966442,2.6100574,0.3913052,0.4604094
"Singapore","SGP",1993,1.0700358,0.864901,2.3375518,0.8390458,1.524187,0.22545119
"Singapore","SGP",1994,0.7969309,0.7941042,0.8782716,1.6165665,0.7536647,0.22059959
"Singapore","SGP",1995,0.8065742,0.72845346,0.4115726,0,1.4973927,1.0729798
"Singapore","SGP",1996,0.4659168,0.3998326,0.582053,2.2534196,0.3697377,0
"Singapore","SGP",1997,0.7667791,0.69359463,1.0995233,2.8851702,0.36766058,0
"Singapore","SGP",1998,0.6654051,0.63481987,1.2061313,1.3769838,0,0
"Singapore","SGP",1999,0.84097946,0.6616705,0.96839327,3.2756383,0.7758283,0.38584042
"Singapore","SGP",2000,0.932028,0.9755578,0.90904135,0.625297,1.6206864,0
"Singapore","SGP",2001,0.6549579,0.6052844,0.8608247,1.8026788,0.41124,0
"Singapore","SGP",2002,0.54210794,0.36197582,0.8200093,1.7363623,1.2397513,0
"Singapore","SGP",2003,0.68765754,0.6808042,0.651735,1.1132882,0.8443949,0.18325658
"Singapore","SGP",2004,0.5035278,0.5177781,0.37319747,0,1.7620524,0
"Singapore","SGP",2005,0.5197583,0.58945394,0.3539109,0.5129968,0.45924437,0.18533483
"Singapore","SGP",2006,0.28916195,0.38210437,0.22108585,0,0,0
"Singapore","SGP",2007,0.3775852,0.368896,0.30905658,1.3873602,0,0
"Singapore","SGP",2008,0.43565804,0.35625628,0.28788686,1.3155818,0.9006453,0.18543896
"Singapore","SGP",2009,0.40017757,0.20654933,0.35736173,0.41902718,1.3592497,0.7587829
"Singapore","SGP",2010,0.28273275,0.26823136,0.16692415,0.40473214,0.45732474,0.1933503
"Singapore","SGP",2011,0.42839465,0.26492828,0.6295648,0,0.9019206,0.38829976
"Singapore","SGP",2012,0.19007443,0.16455087,0.1495041,0,0.87920976,0
"Singapore","SGP",2013,0.16671665,0.13067408,0.21381867,0,0,0.19570047
"Singapore","SGP",2014,0.18521474,0.06477611,0.13645302,1.0486504,0.4398137,0.1984954
"Singapore","SGP",2015,0.30510727,0.32213038,0.19656831,0.66401947,0,0
"Singapore","SGP",2016,0.30218333,0.19363102,0.44168997,0.31478316,0.44472906,0
"Singapore","SGP",2017,0.27958375,0.29226986,0.060967766,0.89208186,0.43439922,0
"Singapore","SGP",2018,0.019810764,0,0.05915658,0,0,0
"Singapore","SGP",2019,0.21607547,0.099064276,0.28820154,0.5167638,0,0.21316281
"Singapore","SGP",2020,0.09761396,0.10006174,0.05639617,0,0.39798144,0
"Slovakia","SVK",1992,2.4135263,2.7112443,3.819961,3.8466773,0.25561392,0.4439827
"Slovakia","SVK",1993,2.4047558,2.8575966,2.8809865,4.007179,1.0430683,0.4508231
"Slovakia","SVK",1994,2.265206,3.037209,1.9242138,3.6135602,0,0.57358986
"Slovakia","SVK",1995,2.1290302,2.4377232,2.6706634,2.9888136,1.1154583,0.5835967
"Slovakia","SVK",1996,2.0136306,2.4135504,2.55875,2.9263647,0.8794482,0.11841957
"Slovakia","SVK",1997,2.5690584,3.50706,2.7462893,1.5636035,1.2320012,0.12036765
"Slovakia","SVK",1998,2.138471,2.660192,2.1843963,3.5832844,0.64639777,0.122686744
"Slovakia","SVK",1999,2.4528506,3.096185,2.8646054,3.2681053,0,0.12561677
"Slovakia","SVK",2000,2.1914067,2.6408572,2.7084749,2.4698737,0.34774625,0.38877025
"Slovakia","SVK",2001,2.0641315,2.3644688,2.740533,2.42646,1.0739754,0.1342109
"Slovakia","SVK",2002,2.1947746,2.4359014,2.7629046,2.6189852,1.8431821,0.27794224
"Slovakia","SVK",2003,1.9159571,2.2344925,2.039144,2.3429356,2.2622983,0
"Slovakia","SVK",2004,1.7666278,1.5853579,2.5234318,3.0105135,1.5282283,0.5968207
"Slovakia","SVK",2005,1.6542984,1.7291836,2.2775772,2.2940884,0.38354442,0.30934852
"Slovakia","SVK",2008,1.2801346,1.4722011,1.5370091,1.3432285,0.37013048,0.1736886
"Slovakia","SVK",2009,1.1484221,1.021494,1.7448547,1.7674402,1.0843321,0
"Slovakia","SVK",2010,1.2019429,1.1697179,1.5598032,2.611881,0,0
"Slovakia","SVK",2012,1.0538548,0.9706797,1.5894148,1.4738363,0.34402564,0.18489107
"Slovakia","SVK",2013,1.2374653,0.83275646,2.3138213,2.0711052,0.6867377,0.18553185
"Slovakia","SVK",2014,0.86727643,0.9129232,1.251394,0.81201786,0,0.18482648
"Slovakia","SVK",2016,0.6812655,0.5196217,1.1520622,0.97667503,0.7005107,0
"Slovakia","SVK",2017,0.44122872,0.41151926,0.716924,0.5698114,0,0
"Slovakia","SVK",2018,0.56914634,0.5653084,0.64546716,1.2844414,0,0
"Slovakia","SVK",2019,0.5317195,0.6454253,0.7175248,0.17690067,0.3413144,0
"Slovenia","SVN",1985,2.091774,1.2957952,5.75811,3.3689997,1.4241667,0
"Slovenia","SVN",1986,1.6767182,1.8868225,2.4053495,1.3808244,2.203533,0
"Slovenia","SVN",1987,1.5185146,1.7789638,2.5991445,1.4287347,0,0
"Slovenia","SVN",1988,1.5648078,1.7687254,1.7740651,1.4758841,2.3134046,0.3377785
"Slovenia","SVN",1989,2.3670943,2.930652,2.7343187,2.2433932,2.3652964,0
"Slovenia","SVN",1990,2.0596476,2.3306108,2.9432685,0.7422472,3.2340481,0
"Slovenia","SVN",1991,2.509003,3.382028,2.4271667,2.9194949,0.83165616,0
"Slovenia","SVN",1992,2.3591278,2.3117623,4.086617,3.5711734,0.8622548,0
"Slovenia","SVN",1993,1.356155,1.825119,0.71501946,1.3949044,0,1.0851048
"Slovenia","SVN",1994,2.0092404,2.1039565,2.1361587,2.7216995,3.7320745,0.36990184
"Slovenia","SVN",1995,2.3637064,2.9426255,1.667421,2.6481297,0.96248245,1.5216299
"Slovenia","SVN",1996,2.1096544,2.4530895,2.6251543,0.641898,2.9685042,0.39229378
"Slovenia","SVN",1997,2.3155801,2.731615,2.1351402,4.3493657,1.0141679,0
"Slovenia","SVN",1998,1.0082835,1.1309168,1.177163,1.2017137,1.037872,0
"Slovenia","SVN",1999,1.512912,1.7000378,1.6332473,2.3223543,1.0616275,0
"Slovenia","SVN",2000,1.1100105,1.233344,1.6146406,0.5591809,0,0.44360456
"Slovenia","SVN",2001,0.8057771,1.1452295,0.68342423,0.53791493,0,0
"Slovenia","SVN",2002,1.4086378,1.7249922,1.5706196,0.51947784,0,0.9425559
"Slovenia","SVN",2003,1.3555168,1.5365467,0.44043064,3.0224874,1.1160091,0.97135
"Slovenia","SVN",2004,1.903024,2.9844222,0.6477957,1.4679545,1.1092501,0
"Slovenia","SVN",2005,1.1479586,1.5458206,0.84645337,0.9518733,0,0.50997514
"Slovenia","SVN",2006,0.64615947,0.7763832,0.6219524,0.9263205,0,0
"Slovenia","SVN",2007,1.0385994,0.9754185,1.829577,0.9025352,0,0
"Slovenia","SVN",2008,0.638563,0.58814245,0.9981992,0.8815505,0,0
"Slovenia","SVN",2009,0.53802997,0.59099734,0,1.291745,1.9601309,0
"Slovenia","SVN",2010,0.48671052,0.49513236,0.3864249,1.2614635,0,0
"Slovenia","SVN",2011,0.9218296,0.9992626,0.95136255,0.4106641,2.7382507,0
"Slovenia","SVN",2012,0.77482635,0.91078186,0.56321317,1.6042867,0,0
"Slovenia","SVN",2013,1.0155058,1.0251857,1.669734,0.7837605,0,0
"Slovenia","SVN",2014,0.96596396,1.1427776,1.2813636,0,0.8978595,0.51344454
"Slovenia","SVN",2015,0.6265357,0.83991617,0.5383232,0.76433897,0,0
"Slovenia","SVN",2016,0.6726385,0.9523205,0.70383376,0,0.9202849,0
"Slovenia","SVN",2017,1.1017754,1.0660868,1.5649017,0.74214256,0.9339597,0.47913602
"Slovenia","SVN",2018,0.716817,0.8584262,0.517752,1.44989,0,0
"Slovenia","SVN",2019,0.42994285,0.43150458,0.51540637,0.70675874,0,0
"Slovenia","SVN",2020,0.7576565,0.64989716,1.2016425,1.034654,0,0
"South Africa","ZAF",1996,0.51797515,0.70395476,1.1564671,1.4460963,0.05304447,0.017341724
"South Africa","ZAF",1997,3.0364752,4.7472897,2.8949473,5.408329,0.34487027,0.18046446
"South Africa","ZAF",1998,3.0040812,4.67621,3.3558748,4.9752293,0.43215942,0.12852193
"South Africa","ZAF",1999,6.398208,10.525729,5.0832615,6.454839,0.5061011,0.31776005
"South Africa","ZAF",2000,4.5884194,7.4419107,3.8812065,4.756706,0.40437493,0.2423954
"South Africa","ZAF",2001,8.085524,13.157167,6.3148637,6.790244,0.48197407,0.44747123
"South Africa","ZAF",2002,4.604736,7.289285,3.9182296,3.1692204,0.3862128,0.2952188
"South Africa","ZAF",2003,5.3995733,8.411401,4.5829353,3.779673,0.49900135,0.23813124
"South Africa","ZAF",2004,8.774676,13.567421,7.0893188,7.8733673,0.6075524,0.42239493
"South Africa","ZAF",2005,10.180465,15.786622,7.584072,6.0921636,0.7495828,0.5484865
"South Africa","ZAF",2006,10.935224,17.1842,7.0757985,7.2593336,0.8355894,0.55272555
"South Africa","ZAF",2007,11.364064,17.716131,7.5114174,6.4346147,0.8091826,0.62730885
"South Africa","ZAF",2008,10.942592,16.972078,7.45641,6.3581476,0.6997076,0.46525377
"South Africa","ZAF",2009,9.990692,15.293872,7.259909,7.9772315,0.56288475,0.5147316
"South Africa","ZAF",2010,9.805364,15.269265,6.3813543,5.5148144,0.38540873,0.5195038
"South Africa","ZAF",2011,9.539931,14.774979,6.060787,5.673639,0.57733667,0.49921486
"South Africa","ZAF",2012,9.291014,14.401903,5.907223,5.2654133,0.53300095,0.47469872
"South Africa","ZAF",2013,9.327037,14.71195,5.8015075,5.0978284,0.45858234,0.30072832
"South Africa","ZAF",2014,9.720561,15.434152,5.512935,5.0417533,0.5791416,0.42672917
"South Africa","ZAF",2015,12.925364,20.451118,7.6546025,6.448993,0.71251154,0.6371337
"South Africa","ZAF",2016,14.15248,22.695648,8.038703,8.09944,0.6432318,0.45842674
"South Africa","ZAF",2017,14.072416,22.963491,8.205215,6.209195,0.36737636,0.45822072
"South Africa","ZAF",2018,13.113629,21.454449,7.73351,6.143029,0.68146956,0.54089564
"South Korea","KOR",1985,0.9644004,1.1998068,1.005723,1.1633397,0.75853986,0.35008848
"South Korea","KOR",1986,0.98733723,1.2717317,0.84388065,1.480478,0.65956694,0.35338923
"South Korea","KOR",1987,1.0611323,1.3560082,1.1492604,0.9724204,0.49522793,0.38077092
"South Korea","KOR",1988,1.0102061,1.264635,1.3708985,0.85293084,0.37020013,0.27703634
"South Korea","KOR",1989,1.3776916,1.7011962,1.6456584,1.4860559,0.6399987,0.42821416
"South Korea","KOR",1990,1.5058898,1.934197,1.3919505,1.6667897,0.6454306,0.47328758
"South Korea","KOR",1991,1.4067417,1.7515528,1.5495182,2.1924272,0.32500935,0.41913688
"South Korea","KOR",1992,1.2626412,1.6012241,1.3656615,1.2945887,0.5038049,0.2989396
"South Korea","KOR",1993,1.6152608,1.9153864,1.7431502,2.0531619,0.9393489,0.61343116
"South Korea","KOR",1994,1.6026462,1.9953536,1.7368377,1.697896,0.6934478,0.41259843
"South Korea","KOR",1995,1.8894886,2.4326718,1.9162489,1.3807846,0.9128767,0.4136441
"South Korea","KOR",1996,1.9784584,2.5348496,1.9913793,1.6895093,0.8838693,0.42687976
"South Korea","KOR",1997,2.2023804,2.7832053,2.1364741,1.9100528,1.0402718,0.6307465
"South Korea","KOR",1998,2.2069447,2.5131176,2.7058241,2.550292,1.121363,0.9262562
"South Korea","KOR",1999,1.7332613,2.0788872,2.0989776,1.6920537,0.8157987,0.41135097
"South Korea","KOR",2000,1.773167,2.0751972,1.7941886,2.7222037,1.114372,0.5917726
"South Korea","KOR",2001,1.631016,1.8542246,1.9616226,2.0602524,0.8310594,0.63217777
"South Korea","KOR",2002,1.7105865,1.8833575,2.0217078,2.0327673,1.4719259,0.70192754
"South Korea","KOR",2003,1.7931412,1.93283,2.259481,2.7255604,1.0566067,0.7133612
"South Korea","KOR",2004,1.852959,1.9726247,2.4335597,2.3279448,0.929225,0.90670836
"South Korea","KOR",2005,1.821347,1.8525759,2.6031842,2.337771,1.3070995,0.7460189
"South Korea","KOR",2006,1.6575146,1.7902738,2.0850942,2.2308688,0.50575954,0.7697129
"South Korea","KOR",2007,1.4550675,1.5316288,1.8797836,1.9310424,0.74373674,0.6190919
"South Korea","KOR",2008,1.4057226,1.3799067,1.888528,1.536634,1.6479131,0.68869674
"South Korea","KOR",2009,1.3813081,1.2874358,1.7837197,2.040754,1.8776287,0.64960426
"South Korea","KOR",2010,1.2692337,1.2792505,1.7045339,1.1198562,1.5934569,0.4698836
"South Korea","KOR",2011,1.115607,1.0006676,1.5864865,1.0931476,1.4908403,0.6558775
"South Korea","KOR",2012,1.0868478,0.90338624,1.4814615,1.4478647,1.6620581,0.6846094
"South Korea","KOR",2013,1.1223687,0.88610566,1.7282302,1.4026406,1.3575325,0.63133144
"South Korea","KOR",2014,1.0113335,0.79796267,1.4183935,1.5718069,1.05408,0.6315731
"South Korea","KOR",2015,1.018043,0.7968825,1.3623942,1.5993656,1.546867,0.5042061
"South Korea","KOR",2016,0.8547318,0.64209276,1.0620744,1.58612,1.5821562,0.3657536
"South Korea","KOR",2017,0.8071158,0.5254911,1.1047329,1.3760275,1.6021057,0.5217399
"South Korea","KOR",2018,0.7701119,0.5594527,1.0747403,1.1747025,1.2368816,0.3280428
"South Korea","KOR",2019,0.79384404,0.5047093,1.0374618,1.3108214,1.6218071,0.63877386
"Spain","ESP",1951,0.48983118,0.6668188,0.5612747,0.4808382,0.15402512,0.021001384
"Spain","ESP",1952,0.4333455,0.5264029,0.50597024,0.70902485,0.15275519,0.041896664
"Spain","ESP",1953,0.31800756,0.38843516,0.45203316,0.23085837,0.076273955,0
"Spain","ESP",1954,0.3431871,0.38327423,0.33781508,0.5244962,0.18992977,0.019896023
"Spain","ESP",1955,0.30946723,0.39706245,0.35198355,0.36273283,0.11136122,0.078704976
"Spain","ESP",1956,0.44336042,0.5356543,0.5080865,0.7798929,0.39821902,0.019550659
"Spain","ESP",1957,0.5072773,0.5362285,0.79919744,0.48961595,0.60416776,0.038288936
"Spain","ESP",1958,0.51274705,0.6609351,0.84456307,0.3412105,0.10454983,0.018863799
"Spain","ESP",1959,0.44160223,0.64520067,0.579112,0.1995968,0.068171576,0
"Spain","ESP",1960,0.27651617,0.3015854,0.5870437,0.39046994,0,0.01860703
